,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
479,14016520,Extremely Comfortable Room For Travel Lovers,76133827,Anny,Not Available,West Town,41.89763,-87.66259,Private room,81,2,80,12/20/2024,0.76,7,201,25
480,14028571,Chicago - Cozy Getaway - Minutes from Downtown,81884236,Dany,Not Available,Lincoln Park,41.9293927,-87.6482231,Private room,45,2,237,12/2/2024,2.25,2,0,31
481,14058443,2 Bedrooms- Comfy Chicago Basement disinfected!,51946578,Roberto,Not Available,Hermosa,41.92367,-87.73988,Entire home/apt,80,32,424,1/4/2025,4.03,4,365,3
482,14071876,"Whole Flat in Private Club. Walk to L, Dining & Shows",52855427,Aaron,Not Available,Uptown,41.96937,-87.65686,Entire home/apt,99,2,511,3/10/2025,4.86,1,247,56
483,14081954,"Fairfield Flat, Airy Vintage Rehab",12605981,James,Not Available,South Lawndale,41.8531,-87.69569,Entire home/apt,112,2,192,3/9/2025,1.97,1,41,40
484,14084505,West Town Private 1 Bed/1 Bath,10909855,John,Not Available,West Town,41.89685,-87.67424,Private room,93,32,0,Not Available,Not Available,1,87,0
485,14085322,Heart of Chicago/ Pilsen Garden Studio,24462349,Nathan,Not Available,Lower West Side,41.85888,-87.67787,Entire home/apt,72,2,636,3/2/2025,6.05,1,40,51
486,14089727,Snug Sofa in Great Neighborhood,871911,Mo  &  Ganna,Not Available,Lake View,41.94488,-87.65022,Shared room,32,1,152,12/2/2024,1.45,6,93,3
487,14092623,Great Migration Guest House - Entire Guest House,21727461,Naomi,Not Available,Woodlawn,41.77859,-87.60467,Entire home/apt,0,2,7,10/18/2024,0.22,4,355,5
488,14115665,Private Room in Cozy Townhouse (Harold Washington),35412645,Aughty,Not Available,Greater Grand Crossing,41.76769,-87.63009,Private room,0,32,52,9/5/2022,0.5,4,0,0
489,14115706,Private Room in Cozy Townhouse (J B P DuSable),35412645,Aughty,Not Available,Greater Grand Crossing,41.76649,-87.63117,Private room,0,32,47,10/26/2021,0.45,4,0,0
490,14115711,Private Room in Cozy Townhouse (Barack Obama),35412645,Aughty,Not Available,Greater Grand Crossing,41.76769,-87.63009,Private room,0,32,37,10/19/2021,0.36,4,0,0
491,14141704,"Modern, Super-CLEAN, Garden Level w/ Master Bath",12955486,Luke & Ligia,Not Available,Edgewater,41.98945,-87.66237,Private room,48,20,13,9/8/2023,0.13,3,244,0
492,14141861,"Modern, Super-CLEAN, Garden Level Bedroom 1",12955486,Luke & Ligia,Not Available,Edgewater,41.98987,-87.6623,Private room,44,20,29,8/22/2024,0.28,3,249,3
493,14144295,"Explore the City from an Elegant, Urban Retreat",41767444,Marissa,Not Available,West Town,41.89263,-87.65828,Entire home/apt,113,2,396,2/17/2025,3.78,2,280,47
494,14166242,Hip Chicago Apartment - FREE Parking Spot Included,24129606,Leo & Alex,Not Available,Logan Square,41.91563,-87.71099,Entire home/apt,52,1,809,3/10/2025,7.71,6,319,70
495,14197548,'Secret Garden' Apartment in Wrigleyville,22038915,Stephen,Not Available,Lake View,41.94593,-87.65053,Entire home/apt,101,2,421,1/12/2025,4.04,1,250,44
496,14238448,Sun filled tranquil 2 br great part of Logan Sq.,74207440,Daniel,Not Available,Logan Square,41.91642,-87.70351,Entire home/apt,109,2,490,3/9/2025,4.74,1,0,66
497,14296844,Spacious Old Town Loft in a Great Location.,45237292,John,Not Available,Lincoln Park,41.91163,-87.64001,Entire home/apt,364,32,339,7/30/2023,3.28,1,364,0
498,14298102,"Large Bedroom, Private Bath, Near Stores & Bus [M3",18714715,Aiste,Not Available,Near West Side,41.88097,-87.68732,Private room,74,32,30,8/25/2024,0.29,9,238,1
499,14349670,Loft Style Private Apt 2 (1 Room- 420 Friendly),71816766,Josh,Not Available,Edgewater,41.99704594,-87.66992269,Private room,0,1,343,12/7/2024,3.28,5,0,50
500,14357876,lux furnished condo with A+++ view in River North,556389,Cheryl,Not Available,Near North Side,41.8943,-87.62693,Entire home/apt,159,32,44,11/2/2024,0.43,1,205,4
501,14382622,Furnished University of Chicago Luxury Duplex,48388991,La,Not Available,Woodlawn,41.77588,-87.59388,Entire home/apt,72,32,3,2/1/2022,0.03,1,364,0
502,14429433,Studio Apartment in Nature Sancturary,88800453,Beatrice & Stefan,Not Available,Humboldt Park,41.88868,-87.71235,Entire home/apt,64,12,132,9/20/2021,1.27,1,106,0
503,14431243,"Spacious Lakeview Room w/ TV, Desk, Private Bath",209564,Amitabh,Not Available,Lake View,41.94421387,-87.65602112,Private room,0,3,89,10/16/2024,0.85,6,10,7
504,14437950,"Cozy Condo, close to Downtown & Lake Michigan",71878654,Cherilyn,Not Available,Oakland,41.82152,-87.60196,Private room,55,32,128,9/25/2021,1.23,1,155,0
505,14449619,"Private Room in a  plant filled, two cat space!",20528482,Gavin,Not Available,West Town,41.89653,-87.66787,Private room,73,2,321,3/6/2025,3.08,1,190,23
506,14531526,Spacious 3 Bedroom Historic Chicago Apt w/Parking,85455802,Lou,Not Available,West Town,41.89286,-87.68706,Entire home/apt,329,2,181,11/17/2024,1.74,1,158,14
507,14539561,"A+Posh Chicago Home Roscoe Village
Wrigley Classic",61228,Asha,Not Available,North Center,41.94461,-87.68513,Entire home/apt,163,1,294,3/2/2025,2.83,2,83,49
508,14556304,Spacious & Relaxing Loft in Awesome Andersonville!,90128865,Marty & Rob,Not Available,Edgewater,41.9888,-87.67054,Private room,69,3,273,3/9/2025,2.65,3,115,36
509,14588581,Roscoe Village Haven,11257311,Olivia And Tom,Not Available,North Center,41.94296,-87.68487,Entire home/apt,91,32,176,11/15/2024,1.7,1,238,3
510,14595303,Lakeview Flat - WALK TO WRIGLEY,45401863,Joe,Not Available,Lake View,41.95168,-87.67357,Entire home/apt,0,32,194,10/20/2024,1.86,1,0,9
511,14611960,The Bucktown House - Damen Suite - Since 2008,90644159,Jean,Not Available,Logan Square,41.92055,-87.67794,Entire home/apt,145,4,115,2/17/2025,1.1,4,0,9
512,14631349,The Bucktown House - Historic Coachhouse Since '08,90644159,Jean,Not Available,Logan Square,41.92214,-87.68344,Entire home/apt,281,4,94,1/2/2025,0.92,4,276,19
513,14650354,Tranquil & Lush Haven in happening Bucktown,90644159,Jean,Not Available,Logan Square,41.92214,-87.68344,Entire home/apt,0,32,25,9/16/2021,0.26,4,0,0
514,14692738,Cozy guest bedroom by the lake in Rogers Park,5294649,Emily,Not Available,Rogers Park,42.00848,-87.66326,Private room,44,32,37,2/1/2025,0.54,1,362,1
515,14711066,Artist Loft. Very Unique,51668477,Michael,Not Available,Near North Side,41.89096,-87.63055,Private room,100,1,747,3/11/2025,7.18,9,123,56
516,14741430,Cozy garden apartment historic Jackson Bvld.,20810730,Mary,Not Available,Near West Side,41.87637,-87.66583,Entire home/apt,154,2,349,2/16/2025,3.39,1,230,34
517,14774756,Decompress on a Sophisticated Chaise at a Glamorous Hideaway,26201109,Simida,Not Available,West Town,41.89822,-87.68037,Entire home/apt,176,2,169,11/24/2024,1.63,2,0,23
518,14806237,Stay in a Historic Mansion in Lincoln Park!,20521416,Nikolas,Not Available,Lincoln Park,41.92669187,-87.64675916,Entire home/apt,150,32,60,12/24/2024,0.58,1,83,1
519,14820957,Private room twin K3 mid,36549783,Jeffrey,Not Available,Irving Park,41.962921,-87.735283,Private room,54,32,31,8/5/2024,0.33,12,172,7
520,14871197,"Large, Reno’d 3 BR apt near Everything!",37607540,Kristine,Not Available,Lake View,41.93506,-87.65008,Entire home/apt,253,3,220,3/10/2025,2.13,1,89,30
521,14883494,The Compound a hidden oasis in Logan Square,1187822,Mark,Not Available,Logan Square,41.91959,-87.69579,Entire home/apt,0,32,64,3/23/2024,0.62,1,137,1
522,15011149,"Our home, steps from Logan Square (4 br/3.5 ba)",24998094,Kelsey,Not Available,Avondale,41.93619,-87.7059,Entire home/apt,0,3,24,11/29/2024,0.37,1,0,2
523,15024671,Designer Suite on Tree Lined Street in Bucktown,90644159,Jean,Not Available,Logan Square,41.92214,-87.68344,Entire home/apt,80,4,80,12/4/2024,0.82,4,294,1
524,15053294,Cozy 3BR on Chicago's North Side & Free Parking,95140453,Mark & Marcelo,Not Available,Rogers Park,42.01319,-87.67125,Entire home/apt,329,2,281,12/29/2024,2.76,1,293,36
525,15094729,"Cloudgate Room, minutes to O'Hare in Safest Area",2456789,Mary,Not Available,Norwood Park,41.98294,-87.8196,Private room,40,6,266,9/29/2024,2.63,5,118,12
526,15114450,CASA NEWPORT,8367850,David & Bruce,Not Available,Lake View,41.9438,-87.65205,Entire home/apt,154,3,118,1/1/2025,1.15,1,261,18
527,15115673,Two blocks from Wrigley Field and the Metro.,21686213,Laura,Not Available,Lake View,41.94846,-87.65892,Private room,64,2,265,12/16/2024,2.6,1,23,34
528,15116890,"Lovely,large 1BR flat in Logan Square",30589635,Geeta,Not Available,Logan Square,41.92925,-87.71908,Entire home/apt,82,32,307,10/3/2024,2.98,1,98,1
529,15130764,Spacious 3 bedroom with loft & off street parking,95926744,Lakeia,Not Available,West Pullman,41.67053,-87.64963,Entire home/apt,142,2,179,12/7/2019,1.75,1,267,0
530,15132653,North Side Near Wrigley Lakeview Walk Everywhere!!,51628877,John,Not Available,Lake View,41.94583,-87.66586,Entire home/apt,189,2,240,2/10/2025,2.34,1,272,44
531,15149053,Spacious private room/ private bath in modern home,96093069,Sujata,Not Available,West Town,41.8946,-87.66063,Private room,103,2,144,12/8/2024,1.4,1,89,26
532,15166761,Wrigley Field 5 min walk | Designer | Loft,88177772,India,Not Available,Lake View,41.95003,-87.66435,Entire home/apt,383,32,61,5/2/2024,0.69,1,110,1
533,15216226,Luxury Single-Family Home Near Wrigley Field,96680775,Todd,Not Available,North Center,41.94592,-87.68414,Entire home/apt,1394,32,0,Not Available,Not Available,1,122,0
534,15216905,Private suite near train.,22632675,Mary And Don,Not Available,Lincoln Square,41.96727,-87.69862,Entire home/apt,92,10,31,2/5/2025,0.3,1,1,7
535,15217088,Modern Condo where East meets West!,10613587,Saurin,Not Available,West Town,41.89361,-87.66046,Entire home/apt,0,32,89,5/18/2021,0.88,5,101,0
536,15230450,Wrigleyville townhome two blocks from ballpark,96809854,Ute,Not Available,Lake View,41.95346,-87.65727,Entire home/apt,350,2,112,1/1/2025,1.1,1,151,19
537,15256715,Beautiful Three Bedroom Apartment Near Loyola,43509707,Patricia J,Not Available,Rogers Park,41.999504,-87.661541,Entire home/apt,94,2,284,3/8/2025,2.87,1,326,29
538,15328919,"Chicago’s Best Airbnb
In hip Avondale/Logan Sq",72214694,Carolynn,Not Available,Avondale,41.93705,-87.72359,Entire home/apt,168,32,90,1/20/2023,0.88,1,179,0
539,15342084,"Bright, Modern Apartment in a Vintage Greystone",54865295,Rob,Not Available,West Town,41.89548,-87.67697,Entire home/apt,185,2,371,3/10/2025,3.64,2,322,50
540,15355696,Bingham 2/2,374295,Margaret,Not Available,Logan Square,41.91967,-87.69185,Entire home/apt,197,32,125,10/19/2024,1.22,1,71,19
541,15360554,Chic and Charming Vintage Condominium in Lincoln Park,24203102,Colin,Not Available,Lincoln Park,41.92171,-87.66472,Entire home/apt,146,3,349,2/17/2025,3.4,1,265,47
542,15379201,Comfy house in the northwest.,11949514,Onelia,Not Available,Belmont Cragin,41.93775,-87.77815,Private room,85,1,59,10/14/2024,0.58,1,179,9
543,15406710,"Sunny, spacious and cute.",10514167,Mona,Not Available,West Ridge,41.9899,-87.69327,Entire home/apt,62,32,23,11/3/2024,0.23,2,2,5
544,15420226,LT 420fr. Blue Sky Apartment FREEParking,35342456,Roberto,Not Available,Belmont Cragin,41.93863,-87.75513,Entire home/apt,470,32,42,6/26/2022,0.48,22,269,0
545,15464357,Short stay-Warm and Cozy room in Beautiful Condo,18742622,Barbara,Not Available,Rogers Park,42.02076,-87.67362,Private room,52,3,137,1/28/2025,1.34,2,268,20
546,15484924,Basement room near Midway Airport,99925981,Cilmar,Not Available,Archer Heights,41.80359,-87.72147,Private room,34,2,484,3/11/2025,4.73,1,0,7
547,15496152,Secret Garden @ The Noble Farmhouse | Wicker Park,45828803,Heather,Not Available,West Town,41.90085,-87.66334,Entire home/apt,111,2,333,3/1/2025,3.27,2,120,31
548,15500042,Tropical Bungalow Getaway in Quiet Neighborhood,24736657,Richard,Not Available,Portage Park,41.95675,-87.75263,Entire home/apt,83,2,97,11/3/2024,1.05,1,221,19
549,15508656,Family Friendly Triplex a Short Walk from Wrigley,5140484,Mike,Not Available,Lake View,41.94234,-87.66306,Entire home/apt,0,3,60,11/30/2024,0.59,1,0,2
550,15549085,Wrigleyville/Boystown/Entire Private Floor!,100072753,Steve,Not Available,Lake View,41.95236,-87.65277,Entire home/apt,103,2,243,1/2/2025,2.54,1,253,34
551,15578702,"2 Bedroom Apt Hot Logan Square by Blueline Train,",44041158,William George,Not Available,Logan Square,41.92801,-87.71453,Entire home/apt,129,75,5,7/31/2024,0.07,1,0,1
552,15597127,【302】中文电话312823-6114 or English312451-7177,60390549,Calvin,Not Available,Armour Square,41.84746,-87.63295,Private room,132,32,179,10/15/2024,1.75,6,180,8
553,15599810,Can't Beat This 2min Walk to Wrigley!,55035816,Kimberly,Not Available,Lake View,41.950268,-87.653448,Entire home/apt,82,2,215,2/23/2025,2.1,1,305,44
554,15643384,"Wrigleyville- Corporate, Business, Travel Nurse",4470700,Justin,Not Available,Lake View,41.95233,-87.65152,Entire home/apt,83,90,6,10/5/2024,0.06,1,214,1
555,15658650,"XL Room +Bath, Office Space & Gym ON PRIVATE FLOOR",209564,Amitabh,Not Available,Lake View,41.94488,-87.65434,Private room,0,2,187,11/16/2024,1.83,6,0,13
556,15659073,"Gorgeous, cozy 1-bedroom Suite in Andersonville",9252191,Betsy,Not Available,Edgewater,41.97934,-87.67127,Entire home/apt,94,2,358,2/17/2025,3.51,1,24,43
557,15662488,Lincoln Park! Walk Beach/Zoo!  Free Parking!  OBO,76244,Chris,Not Available,Lincoln Park,41.91854,-87.64024,Entire home/apt,180,5,47,5/2/2024,0.46,2,364,1
558,15663486,"3 miles to Wrigley, private, cozy, easy access",101130285,Shaun & Andreea,Not Available,Irving Park,41.95139,-87.71762,Private room,87,2,77,1/26/2025,0.76,1,357,16
559,15669026,Super Cozy Bed/Bath in Awesome Andersonville Home!,90128865,Marty & Rob,Not Available,Edgewater,41.98911,-87.6726,Private room,72,3,314,12/3/2024,3.08,3,0,33
560,15678106,"COMPLETELY REMODELED, BEAUTIFUL LAKE VIEW FLAT!",19645168,Brandon,Not Available,Lake View,41.94568,-87.66095,Entire home/apt,70,32,138,11/5/2023,1.36,18,0,0
561,15694333,Welcoming 2BR in Chicago's Best Neighborhood!,3486589,Kathleen,Not Available,West Town,41.89885,-87.67681,Entire home/apt,116,2,304,3/3/2025,2.98,1,55,44
562,15701920,Logan square Chicago beauty,9332242,Daniel,Not Available,Logan Square,41.9261634,-87.6977176,Entire home/apt,90,32,67,1/5/2025,3.13,1,365,41
563,15744964,【305】中文电话312823-6114 or English312451-7177,60390549,Calvin,Not Available,Armour Square,41.84974,-87.63156,Private room,0,32,227,10/14/2024,2.24,6,0,18
564,15758556,Min 2 mon stay RiverNorth 1BR 1parking in-unit W/D,24286663,Gennie,Not Available,Near North Side,41.89559,-87.62578,Entire home/apt,109,60,21,8/7/2024,0.22,1,155,1
565,15771536,Wrigley Oasis! Steps from the Field! - 3BR/1BA!,101991992,Ron,Not Available,Lake View,41.94658,-87.66018,Entire home/apt,265,2,116,1/4/2025,1.24,1,1,3
566,15804772,3rd Flr Penthouse by Northeastern Illinois Unvrsty,102273969,Alexandra,Not Available,North Park,41.98387,-87.7129,Private room,104,2,151,11/4/2024,1.51,1,267,19
567,15853679,"Private 1BR, Full Bath in Historic Loft Building",41159690,Claus,Not Available,Lake View,41.93394,-87.66252,Private room,87,1,95,6/30/2024,0.95,1,18,6
568,15871357,Chicago River Room near USMLE,2456789,Mary,Not Available,Norwood Park,41.98367,-87.82077,Private room,41,4,315,1/15/2025,3.11,5,97,23
569,15904833,Enjoyful  Bedroom for Travelers,76133827,Anny,Not Available,West Town,41.89591,-87.6626,Private room,77,2,49,9/28/2024,0.49,7,257,8
570,15911102,Wicker Park Loft - Walk To Everything!,25715675,Joyce,Not Available,West Town,41.9089,-87.68775,Entire home/apt,81,3,539,3/7/2025,5.34,9,164,64
571,15914497,Private MTR unit close to everything in Chicago!,56054371,Michael,Not Available,Near West Side,41.86369,-87.6464,Entire home/apt,0,30,45,2/27/2020,0.58,1,218,0
572,15954582,"Private, Charming, Coach House Loft in Andersonville",97706065,Wesley,Not Available,Uptown,41.9741,-87.6631,Entire home/apt,165,2,381,12/29/2024,3.78,1,201,43
573,15983050,Bright 2br Apt W/ Private Entrance & Laundry,103847672,John,Not Available,North Center,41.94799,-87.67612,Entire home/apt,80,2,315,3/3/2025,3.15,1,0,26
574,16001987,"Remodeled, Near Loyola, Beach and Subway",71205935,Gary,Not Available,Rogers Park,42.00214,-87.66412,Entire home/apt,124,2,130,1/27/2025,1.3,1,301,15
575,16012260,Logan Square Spa,28462890,Curtis,Not Available,Logan Square,41.91496,-87.70588,Entire home/apt,102,3,102,1/12/2025,1.07,1,0,32
576,16026075,Entire 1st Floor Apt near O'Hare/ORD & Blue Line,14045362,Anna,Not Available,Jefferson Park,41.96954,-87.77017,Entire home/apt,105,2,231,12/3/2024,2.38,1,98,7
577,16039792,CasaNova Modern City Living,29344264,Lilly,Not Available,Oakland,41.82412,-87.60415,Entire home/apt,519,2,48,10/28/2024,1.79,1,167,20
578,16040153,Private Garden Apartment in Humboldt Park,422173275,Morgan,Not Available,Humboldt Park,41.91099,-87.70371,Entire home/apt,133,32,175,2/24/2025,1.74,1,1,21
579,16052779,Cozy East room,104526288,Myrtle,Not Available,North Park,41.97837,-87.71576,Private room,43,2,92,10/14/2024,0.91,2,1,7
580,16070011,The Treehouse Apt in Logan Square,24376952,Sarah,Not Available,Logan Square,41.92197,-87.69221,Entire home/apt,79,5,102,1/14/2025,1.02,1,193,18
581,16229723,Andersonville Living,256976840,Joseph,Not Available,Edgewater,41.98593,-87.66764,Entire home/apt,113,3,425,2/24/2025,4.25,2,0,34
582,16246568,★Downtown★Self Check-In★Smart TV★Walk Score 98,51277433,Kanan,Not Available,Near North Side,41.90081,-87.6326,Private room,141,2,256,1/1/2025,2.61,4,0,20
583,16323999,FAST WIFI Apartment in Jefferson Park | Blue Line,3965428,Paul,Not Available,Jefferson Park,41.97674,-87.76449,Entire home/apt,105,32,0,Not Available,Not Available,24,363,0
584,16346266,Magnificent Place & Tons of Space | 3 Bedrooms,24337590,Obinna,Not Available,West Ridge,41.9916,-87.69375,Entire home/apt,127,3,99,11/2/2024,1.07,3,109,6
585,16353883,"Old Irving Park 2 bd/1 ba, 20 mins to Downtown",459291,Silvia,Not Available,Irving Park,41.95042,-87.73472,Entire home/apt,134,4,67,12/27/2024,0.73,1,309,10
586,16365205,Frida 2720 (2F),36128270,Juanita,Not Available,North Lawndale,41.85725,-87.69515,Private room,36,26,235,11/30/2024,2.35,4,365,12
587,16453692,Stunning Old Town Penthouse with Private Rooftop,5402236,Casey,Not Available,Near North Side,41.9037,-87.63364,Entire home/apt,541,2,237,2/7/2025,2.39,2,291,25
588,16488400,A Loft More!,9430907,Anthony,Not Available,Loop,41.87131,-87.6253,Entire home/apt,350,32,0,Not Available,Not Available,1,88,0
589,16630783,Bright Sunny Private/Guest Bedroom. Females Only.,2498168,Prema,Not Available,Jefferson Park,41.97303,-87.77702,Private room,51,32,17,2/3/2025,0.18,1,314,3
590,16662423,Grand Victorian Mansion in Austin Area,75290037,Samantha,Not Available,Austin,41.88728,-87.75794,Entire home/apt,621,3,48,1/2/2025,1.12,1,1,14
591,16687380,Comfortable private room near Lake and transit.,110271788,Paula,Not Available,Uptown,41.97092,-87.64987,Private room,110,2,101,12/18/2024,1.02,2,275,22
592,16749331,Cozy Clean Large Private Room in Lincoln Square,26790353,Jill K,Not Available,Lincoln Square,41.96587,-87.68948,Private room,56,3,133,3/4/2025,1.43,1,247,25
593,16757056,Heart of Chicago 2BD + Parking,32137398,Gaby,Not Available,Lower West Side,41.84656,-87.68345,Entire home/apt,126,1,239,2/16/2025,2.43,1,0,31
594,16781530,Chicago 2720 (2F),36128270,Juanita,Not Available,North Lawndale,41.8584,-87.69293,Private room,27,2,259,3/11/2025,2.62,4,137,26
595,16823279,Remodeled 2BR Pet Friendly Apartment Irving Park,60552183,Andrea,Not Available,Irving Park,41.95849,-87.71737,Entire home/apt,137,2,334,2/24/2025,3.4,2,187,41
596,17098971,Room in Lakeside Place,5957981,Sabiha,Not Available,Hyde Park,41.79367,-87.58153,Private room,124,32,12,6/10/2018,0.13,1,0,0
597,17161870,Lux Corner 2 BR Downtown Free Parking - Pool - Gym,24388042,DeLuxe,Not Available,Near North Side,41.8914,-87.61893,Entire home/apt,409,32,20,3/23/2024,0.2,11,0,1
598,17168028,Cozy Room for One In The Company of Cats -Blueline,13545252,Sharon,Not Available,Irving Park,41.949,-87.71831,Private room,59,1,116,8/26/2024,1.2,1,7,3
599,17170225,The Vanderpool House,115500530,Frank,Not Available,Jefferson Park,41.96811,-87.75812,Entire home/apt,97,2,120,11/4/2024,1.26,1,145,26
600,17191860,Location! Noble Square near Fulton Mkt & downtown,2630113,Nikkole,Not Available,West Town,41.8936,-87.66118,Entire home/apt,108,1,255,2/24/2025,2.63,7,53,18
601,17191957,"Ukrainian Village 3BR local owner, laundry top fl",2630113,Nikkole,Not Available,West Town,41.90004,-87.69215,Entire home/apt,178,1,162,10/12/2024,1.78,7,1,10
602,17207282,Vintage West Fulton Market Retreat,6852314,Jen,Not Available,Near West Side,41.8857,-87.67272,Entire home/apt,170,32,159,11/11/2024,1.63,1,87,4
603,17221782,Soaring 2br/2ba SkyTerrace + Deck!,63313003,K,Not Available,Loop,41.88619,-87.62075,Entire home/apt,245,32,5,6/30/2024,0.05,13,180,1
604,17329552,"THE entire FLAT-2 FULL Baths! 
Forced Air-Parking!",94867877,Maia Lis,Not Available,Edgewater,41.98915,-87.66193,Entire home/apt,165,120,23,4/14/2023,0.24,1,153,0
605,17366144,Charming Top Floor Apt - 20 Minutes to Downtown!,32336500,Daniel,Not Available,Humboldt Park,41.908515,-87.709857,Entire home/apt,0,32,223,8/5/2024,3.09,1,0,8
606,17382991,Gated 3 Story Home perfect for Group Travelers,44427387,Gleatha,Not Available,Oakland,41.82173,-87.60428,Entire home/apt,700,2,100,6/25/2023,1.03,2,101,0
607,17383973,Industrial Style Chicago Loft with FREE parking,117498144,Orel,Not Available,Irving Park,41.94224,-87.72879,Entire home/apt,60,32,702,1/30/2025,7.22,5,342,5
608,17399529,Soaring Lake Views from Corner 2br/2ba in Downtown,33127842,Kari,Not Available,Loop,41.88524,-87.61911,Entire home/apt,312,32,9,7/5/2022,0.1,17,0,0
609,17424708,The Avondale Guesthouse,9959757,Jedidiah,Not Available,Avondale,41.93563,-87.69241,Entire home/apt,170,1,221,1/31/2025,2.28,9,1,7
610,17438902,Great Location!!-12,14241347,Ensavi,Not Available,Near North Side,41.89958,-87.63047,Entire home/apt,76,1,569,3/6/2025,5.82,6,264,82
611,17460467,Newly Renovated 3BR East Lakeview Coach House,118232209,Eric And Beth,Not Available,Lake View,41.93636,-87.63873,Entire home/apt,0,32,152,12/10/2023,1.56,1,0,0
612,17464924,Urban Pilsen Apt. near Downtown,319470,Suzanne Montgomery,Not Available,Lower West Side,41.85008,-87.68165,Entire home/apt,117,32,165,11/11/2024,1.7,1,228,13
613,17465173,Settle Inn Lincoln Park,118261177,Carlyn,Not Available,Lincoln Park,41.92107,-87.64071,Entire home/apt,0,2,174,10/3/2024,1.85,1,0,16
614,17514102,THE CLEAVER BRIGHTON PARK 10 min downtown or mdway,65299403,Rod,Not Available,Brighton Park,41.81766,-87.69182,Entire home/apt,0,32,63,10/8/2023,0.75,2,71,0
615,17600522,Best Lincoln Square location. Spacious 2 bedroom,24286383,Lisa,Not Available,Lincoln Square,41.96533,-87.68213,Entire home/apt,209,1,129,12/30/2024,1.63,1,128,19
616,17626341,Heart of Bucktown,119863033,Jeanette,Not Available,West Town,41.90739,-87.66842,Entire home/apt,118,2,286,11/30/2024,2.94,2,21,33
617,17638039,*SPACIOUS 4 Bedroom Townhouse with FREE PARKING!*,1597671,Naomi And JJ,Not Available,Uptown,41.96626,-87.6709,Entire home/apt,0,2,144,2/2/2025,1.51,2,212,22
618,17795412,Sleek and cool garden loft in East Lakeview,172402450,Lora,Not Available,Lake View,41.93975,-87.64756,Entire home/apt,108,2,481,2/23/2025,5.04,3,1,39
619,17824940,2 King Bed Condo Easy Downtown Free Street Parking,31101209,Michelle  & Brendan,Not Available,West Town,41.89817,-87.690102,Entire home/apt,136,3,259,12/29/2024,2.73,1,251,28
620,17831075,Modern Guest Suite - North side + Free Parking,121370113,Christopher Michael,Not Available,Uptown,41.96418,-87.66106,Entire home/apt,277,32,139,11/16/2024,1.47,1,0,4
621,17832768,Historic 1920s bungalow near Logan Square !,27506618,Stephanie,Not Available,Hermosa,41.93522,-87.73761,Entire home/apt,436,2,86,10/13/2024,0.91,1,249,12
622,17890798,Cozy 3 bedroom Apt Andersonville Neighborhood,122545577,Paul,Not Available,Uptown,41.97568,-87.67192,Entire home/apt,146,3,66,11/4/2024,0.7,1,1,10
623,17892626,Condo ON POINT in Logan Square!,969882,Lindsay,Not Available,Logan Square,41.91749,-87.69536,Entire home/apt,0,3,60,9/8/2024,0.71,1,0,4
624,17906826,Jefferson Pk Woods Apt & 15 mins to O'hare,64559913,Wynter,Not Available,Jefferson Park,41.98569,-87.76681,Private room,86,2,95,11/10/2024,1,1,355,17
625,17920957,Logan Square Video Game Loft,5228189,Matthew,Not Available,West Town,41.91342,-87.68689,Entire home/apt,120,2,309,2/17/2025,3.26,18,0,32
626,17956375,Condo with a whirlpool bath and fireplace..,14865066,William,Not Available,Rogers Park,42.01555,-87.68293,Entire home/apt,154,3,11,2/10/2024,0.15,2,141,0
627,17992895,Bright Converted Storefront In Roscoe Village,120233125,Navin,Not Available,North Center,41.94490814,-87.67884827,Entire home/apt,59,2,187,3/9/2025,1.95,1,0,23
628,18040546,Humboldt Park Traveler's Lodge,4591141,Moudi,Not Available,West Town,41.90103,-87.69567,Entire home/apt,90,5,465,3/4/2025,4.84,2,39,34
629,18060003,Sunny Character-Filled Apartment in Trendy Ukrainian Village,29716517,Ronald L,Not Available,West Town,41.89862,-87.69185,Entire home/apt,132,3,71,9/12/2024,0.79,2,13,2
630,18061472,Cozy 2BR/1BA Garden Apartment  Near Lincoln Square,124330080,Joseph,Not Available,Albany Park,41.97292,-87.70601,Entire home/apt,77,2,295,2/22/2025,3.08,1,0,19
631,18077204,The Upscale Getaway Near Downtown,8094939,Alex,Not Available,Near West Side,41.87266,-87.68245,Entire home/apt,184,2,245,2/24/2025,2.57,5,308,31
632,18091194,Entire place with free parking.,62850223,Georjina,Not Available,Brighton Park,41.81377,-87.69951,Entire home/apt,79,2,262,3/2/2025,2.73,1,0,57
633,18096865,Lux 2BR Sky Home near Navy Pier and the Mag Mile,24388042,DeLuxe,Not Available,Near North Side,41.89324,-87.61838,Entire home/apt,435,32,32,7/25/2023,0.34,11,365,0
634,18194698,"Stunning Home, Awesome Game Room, A+ Location",110985389,Josh,Not Available,Lincoln Park,41.91462,-87.64906,Entire home/apt,576,3,100,2/2/2025,1.04,1,284,26
635,18224208,Dugout in Wrigleyville,40319547,Josh,Not Available,Lake View,41.948759,-87.658696,Entire home/apt,99,2,342,2/13/2025,3.59,8,158,41
636,18272559,01. Private Room in Shared Apartment - 3 Mi to NWU,2907254,Joseph,Not Available,West Ridge,42.01653,-87.68788,Private room,37,1,27,12/21/2024,0.29,13,0,4
