,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
6630,1.14448E+18,3 bedroom home in Chicago,479706697,Armando,Not Available,Rogers Park,42.00526,-87.67122,Entire home/apt,99,7,3,9/24/2024,0.3,6,270,3
6631,1.14476E+18,Standard Room Near United States Custom House CHI,446820235,LuxurybookingsFZE,Not Available,Near West Side,41.87421131,-87.64094723,Entire home/apt,150,32,0,Not Available,Not Available,123,363,0
6632,1.14476E+18,King Studio Near Roc Bar CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.88872272,-87.63028757,Entire home/apt,0,32,0,Not Available,Not Available,123,363,0
6633,1.14489E+18,Serene and comfortable studio,418337049,Ms,Not Available,South Shore,41.765,-87.56634,Entire home/apt,70,32,0,Not Available,Not Available,11,270,0
6634,1.14496E+18,3 bedroom/2 floor/garage parking,566397122,Alis,Not Available,West Town,41.9112119,-87.66836488,Entire home/apt,187,1,1,6/3/2024,0.11,5,0,1
6635,1.1455E+18,Very Convenient Location Near CTA & Stores,456921744,Leuyen,Not Available,Bridgeport,41.83315,-87.64361,Private room,37,1,11,12/30/2024,1.09,9,266,11
6636,1.14559E+18,"Blueground | West Loop, gym, roof, nr Union Park",107434423,Blueground,Not Available,Near West Side,41.8849149,-87.6671521,Entire home/apt,152,32,0,Not Available,Not Available,597,339,0
6637,1.14572E+18,Private room with shared bathrooms,573184863,Ashley,Not Available,Lake View,41.9449721,-87.6491738,Private room,87,1,6,2/20/2025,0.64,6,0,6
6638,1.14573E+18,King RoomNear Theatre Building Columbia CollegeCHI,446820235,LuxurybookingsFZE,Not Available,Loop,41.87021148,-87.62456683,Entire home/apt,190,32,0,Not Available,Not Available,123,363,0
6639,1.14573E+18,Deluxe Spa King Room Near The Wrigley Building CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.88802919,-87.62720894,Entire home/apt,0,32,0,Not Available,Not Available,123,363,0
6640,1.14574E+18,King room Near Somerset,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.90277,-87.62973,Entire home/apt,436,32,0,Not Available,Not Available,123,363,0
6641,1.14575E+18,River North Luxury Condo 2/2,533811853,Kenneth,Not Available,Near North Side,41.8951123,-87.6266389,Entire home/apt,0,32,0,Not Available,Not Available,1,221,0
6642,1.14588E+18,Cortez Bells,496446669,Maya,Not Available,West Town,41.90153499,-87.68515881,Entire home/apt,120,32,0,Not Available,Not Available,1,269,0
6643,1.14589E+18,Large Open Concept Gem,61133445,Alexander,Not Available,Grand Boulevard,41.81422657,-87.61238404,Entire home/apt,0,32,0,Not Available,Not Available,1,236,0
6644,1.14595E+18,GoldCoast Gem 3BD/2BA| King Suite|Free Parking,574947871,Riya,Not Available,Near North Side,41.90442,-87.6294,Entire home/apt,297,2,62,2/23/2025,5.94,1,213,62
6645,1.1462E+18,"Blueground | West Loop, rooftop & dog wash, nr L",107434423,Blueground,Not Available,Near West Side,41.88492,-87.66715,Entire home/apt,0,32,0,Not Available,Not Available,597,257,0
6646,1.14637E+18,"Spacious, Vintage Chic 2 Bdrm: The Artist's Haven",542426837,Jossette,Not Available,Rogers Park,42.01383,-87.67699,Entire home/apt,117,2,24,12/26/2024,2.54,1,217,24
6647,1.14642E+18,Family-Friendly| Workspace+Parking| Patio,5339120,Ishin,Not Available,West Town,41.90428806,-87.67322523,Entire home/apt,144,1,5,1/6/2025,1.58,6,335,5
6648,1.14644E+18,Spacious Accommodation with Chicago River Views!,501999514,RoomPicks,Not Available,Loop,41.88739,-87.62569,Hotel room,437,1,7,1/3/2025,0.83,39,1,7
6649,1.14644E+18,Pet-friendly Accommodation in Downtown Chicago!,501999514,RoomPicks,Not Available,Loop,41.88739,-87.62569,Hotel room,0,1,0,Not Available,Not Available,39,355,0
6650,1.14645E+18,"Modern, spacious 3B apartment in downtown",62022982,Patricia,Not Available,Near North Side,41.89921233,-87.62500002,Entire home/apt,282,1,23,2/16/2025,2.23,18,8,23
6651,1.14647E+18,Freshly renovated 3b by the lake,62022982,Patricia,Not Available,Near North Side,41.9028233,-87.6282105,Entire home/apt,181,1,18,11/17/2024,1.74,18,0,18
6652,1.14653E+18,Logan Square Hotel Room 312,565344683,Flora,Not Available,Logan Square,41.91789588,-87.6981158,Private room,0,32,1,7/24/2024,0.13,29,175,1
6653,1.14653E+18,Logan Square Hotel Room 213,565344683,Flora,Not Available,Logan Square,41.91731853,-87.69826232,Private room,55,32,1,9/30/2024,0.18,29,121,1
6654,1.14667E+18,Hermosa casa,562978412,Jose,Not Available,Jefferson Park,41.9755502,-87.77900543,Entire home/apt,130,2,15,10/21/2024,1.52,1,0,15
6655,1.14667E+18,The Hyde Park Hide-A-Way,326024860,Nika,Not Available,Woodlawn,41.77935001,-87.6028624,Entire home/apt,158,2,11,11/25/2024,1.5,1,237,11
6656,1.14708E+18,Prestigious condo Jefferson Park,573575162,Temidayo,Not Available,Forest Glen,41.97530182,-87.75179571,Entire home/apt,0,32,1,6/27/2024,0.12,1,0,1
6657,1.14711E+18,Cozy & Spacious Tri-Level Home!,189976999,Alexis,Not Available,Roseland,41.70459178,-87.6369418,Entire home/apt,192,3,7,10/14/2024,0.8,1,160,7
6658,1.14724E+18,"Near Chinatown, Downtown, CTA",456921744,Leuyen,Not Available,Bridgeport,41.83212,-87.64528,Private room,37,1,13,12/22/2024,1.28,9,0,13
6659,1.14729E+18,Deluxe Room Near Levain Bakery West Loop CHI,446820235,LuxurybookingsFZE,Not Available,Near West Side,41.88545975,-87.6488258,Entire home/apt,522,32,0,Not Available,Not Available,123,363,0
6660,1.14729E+18,King Room Near Loyola University CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.89795854,-87.62668388,Entire home/apt,646,32,0,Not Available,Not Available,123,363,0
6661,1.1473E+18,Deluxe Premier King Near  AMA Plaza CHI,446820235,LuxurybookingsFZE,Not Available,Loop,41.88797883,-87.62630965,Entire home/apt,0,32,0,Not Available,Not Available,123,363,0
6662,1.1473E+18,Superior King Room Near Veronica Beard CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.90075,-87.62786,Entire home/apt,554,32,0,Not Available,Not Available,123,0,0
6663,1.14769E+18,Chicago Cityview Chic II /Gold Coast|River North,276979434,Larry,Not Available,Near North Side,41.89445695,-87.62677838,Entire home/apt,215,32,3,1/24/2025,0.41,2,282,3
6664,1.14781E+18,Chi-city villas-Villa with Gym!,150106409,Mary,Not Available,West Town,41.89228848,-87.66737981,Entire home/apt,119,32,3,12/23/2024,0.47,3,150,3
6665,1.14783E+18,University of Chicago: Rustic Refined,525498083,Jailyn,Not Available,Hyde Park,41.79581,-87.60451,Private room,87,32,2,12/15/2024,0.26,4,315,2
6666,1.14785E+18,Chicago Apt: Walk to Logan Square,456513928,Evolve,Not Available,Humboldt Park,41.91298248,-87.70481325,Entire home/apt,469,2,3,10/13/2024,0.41,14,364,3
6667,1.14798E+18,Modern Bungalow near the beach!,103012363,Danisha,Not Available,South Chicago,41.75046,-87.55442,Entire home/apt,257,1,6,1/1/2025,0.67,1,166,6
6668,1.14799E+18,Vibrant 3BR Flamingo Paradise | Heart of Lakeview!,55720847,John,Not Available,Lake View,41.941,-87.66358,Entire home/apt,247,2,23,3/6/2025,2.42,1,312,23
6669,1.14813E+18,condo in Chicago Chinatown/McCormick,575505301,Encun,Not Available,Armour Square,41.84876562,-87.63154414,Entire home/apt,293,2,28,3/9/2025,2.8,2,0,28
6670,1.1485E+18,Hey! Peace Seekers: Luxury and Quiet Here|The Oak,248760412,Cloud9,Not Available,Near North Side,41.90755,-87.65188,Entire home/apt,397,2,24,2/16/2025,2.47,93,334,24
6671,1.1485E+18,Don't Settle for Less.The Ultimate Retreat|ThePine,248760412,Cloud9,Not Available,Near North Side,41.90794,-87.65153,Entire home/apt,405,2,28,3/2/2025,2.82,93,345,28
6672,1.1485E+18,"Relaxation Lovers, Best Peaceful Retreat | TheFir",248760412,Cloud9,Not Available,Near North Side,41.90794,-87.65153,Entire home/apt,431,2,12,2/16/2025,1.21,93,359,12
6673,1.14863E+18,Castle in the clouds breathtaking view of downtown,543254431,Leydi,Not Available,Loop,41.8755986,-87.6321717,Private room,0,1,0,Not Available,Not Available,2,71,0
6674,1.14869E+18,King Room with City View Near Sidney Garber CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.90046547,-87.62598401,Entire home/apt,530,32,0,Not Available,Not Available,123,363,0
6675,1.14869E+18,Deluxe King Room Near Potbelly CHI,446820235,LuxurybookingsFZE,Not Available,Loop,41.87967045,-87.63376299,Entire home/apt,586,32,0,Not Available,Not Available,123,363,0
6676,1.14869E+18,Level Suite Near K2 Apartments Dog Park CHI,446820235,LuxurybookingsFZE,Not Available,West Town,41.88938264,-87.64701656,Entire home/apt,586,32,0,Not Available,Not Available,123,363,0
6677,1.14869E+18,Luxury King Room Near Connors William Park CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.89769621,-87.62814204,Entire home/apt,243,32,0,Not Available,Not Available,123,1,0
6678,1.14869E+18,King Room with City View Near Closeout Foods CHI,446820235,LuxurybookingsFZE,Not Available,Near North Side,41.89699715,-87.62344891,Entire home/apt,526,32,0,Not Available,Not Available,123,363,0
6679,1.14869E+18,Superior King Room Near Tre Dita CHI,446820235,LuxurybookingsFZE,Not Available,Loop,41.88782,-87.61661,Entire home/apt,710,32,0,Not Available,Not Available,123,363,0
6680,1.14889E+18,2b2b by Water Tower and the Lake,62022982,Patricia,Not Available,Near North Side,41.89948,-87.62232,Entire home/apt,166,1,23,2/21/2025,2.33,18,260,23
6681,1.14927E+18,Luxurious Andersonville Oasis,252292272,Bedriye,Not Available,Edgewater,41.98315,-87.66676,Entire home/apt,148,1,54,2/23/2025,5.53,4,134,54
6682,1.14943E+18,Logan Square Hotel Room 313,565344683,Flora,Not Available,Logan Square,41.91856433,-87.69784332,Private room,0,32,0,Not Available,Not Available,29,180,0
6683,1.14969E+18,Simple & Comfortable,400968782,Yongze,Not Available,Mckinley Park,41.83508713,-87.66814339,Private room,38,1,7,1/12/2025,0.89,8,264,7
6684,1.15003E+18,The Chicago Home! U of Chicago!,288686625,Jonta,Not Available,Englewood,41.79147562,-87.63268247,Entire home/apt,0,1,7,7/21/2024,0.7,3,364,7
6685,1.15006E+18,Minimalistic Avondale - 3 bedrooms 1 bathroom,144791820,Julius,Not Available,Avondale,41.9352997,-87.7149814,Entire home/apt,196,1,21,12/30/2024,2.11,1,0,21
6686,1.15011E+18,Logan Square Hotel Room 201,565344683,Flora,Not Available,Logan Square,41.91872,-87.69656,Private room,53,32,2,12/30/2024,0.37,29,178,2
6687,1.15012E+18,Logan Square Hotel Room 206,565344683,Flora,Not Available,Logan Square,41.91677,-87.69634,Private room,0,32,1,6/29/2024,0.12,29,176,1
6688,1.15018E+18,Big house in the BEST Location!,575990521,Pawel,Not Available,Dunning,41.95251731,-87.83375846,Entire home/apt,243,3,10,3/9/2025,2.65,1,261,10
6689,1.15022E+18,Logan Square Hotel Room 311,565344683,Flora,Not Available,Logan Square,41.91645,-87.69676,Private room,81,32,2,12/21/2024,0.31,29,179,2
6690,1.15024E+18,Logan Square Hotel Room 208,565344683,Flora,Not Available,Logan Square,41.91854,-87.69811,Private room,60,32,2,10/10/2024,0.31,29,175,2
6691,1.15072E+18,2-bedroom unit in Wicker Park w/ 1 parking- P2,566397122,Alis,Not Available,West Town,41.91113512,-87.66788281,Entire home/apt,151,1,14,11/29/2024,1.37,5,243,14
6692,1.15081E+18,"3Bedrooms Condo in Chinatown 
McCormick/Downtown",576155348,Yancong,Not Available,Armour Square,41.85239964,-87.6377012,Entire home/apt,180,2,36,3/9/2025,3.7,1,143,36
6693,1.15083E+18,High-End Condo Where Comfort Meets Style,231196862,Effina,Not Available,Woodlawn,41.78354608,-87.61175184,Entire home/apt,0,2,9,2/24/2025,1.74,1,322,9
6694,1.15101E+18,Sunny Side Up!,396677354,Aaron,Not Available,Lake View,41.94772605,-87.65982825,Entire home/apt,75,1,34,3/6/2025,3.37,4,347,34
6695,1.15145E+18,"Bucktown, Modern, Cozy Furnished Room",576320266,Bri,Not Available,Logan Square,41.917212,-87.6761887,Private room,41,32,1,3/1/2025,1,9,217,1
6696,1.15146E+18,Alluring Avondale Abode,576324103,Beth,Not Available,Avondale,41.93753,-87.70146,Entire home/apt,481,3,9,1/1/2025,1.18,1,201,9
6697,1.15149E+18,Entire townhouse by McCormick Pl - 2 Free Parkings,62022982,Patricia,Not Available,Near South Side,41.847264,-87.61926692,Entire home/apt,0,1,4,2/24/2025,0.47,18,253,4
6698,1.15151E+18,Pilsen Worker's Cottage,34995162,Gloria,Not Available,Lower West Side,41.85683,-87.67081,Entire home/apt,131,2,12,2/16/2025,1.69,1,172,12
6699,1.15153E+18,"Near McGuane, Chinatown, Downtown, Soldier Field",479937385,Andy,Not Available,Bridgeport,41.84066,-87.65461,Private room,34,2,10,12/30/2024,1.54,9,355,10
6700,1.15155E+18,Shared home w/ Free Parking by McCormick Place - L,62022982,Patricia,Not Available,Near South Side,41.84726275,-87.61928301,Entire home/apt,104,1,11,12/28/2024,1.17,18,253,11
6701,1.15158E+18,Two bedroom garden apartment,247617119,Anthony,Not Available,Austin,41.9106242,-87.7798236,Entire home/apt,86,1,1,12/8/2024,0.32,1,265,1
6702,1.15177E+18,Shared home w/ Free Parking by McCormick Place - U,62022982,Patricia,Not Available,Near South Side,41.84723328,-87.61927027,Entire home/apt,205,1,13,12/29/2024,1.32,18,257,13
6703,1.15198E+18,"Blueground | West Loop, gym, nr Fulton Market",107434423,Blueground,Not Available,Near West Side,41.8849149,-87.6671521,Entire home/apt,207,32,0,Not Available,Not Available,597,353,0
6704,1.15218E+18,A+Prime Location Downtown Gold Coast WiFi Laundry,3965428,Paul,Not Available,Near North Side,41.90130064,-87.63235989,Entire home/apt,84,32,4,2/25/2025,0.61,24,255,4
6705,1.15221E+18,Prime location Downtown Chicago,3965428,Paul,Not Available,Near North Side,41.90316219,-87.63389394,Entire home/apt,88,32,0,Not Available,Not Available,24,0,0
6706,1.15224E+18,Loft 2 Bed Apartment at Union Park/United Center,8796492,Melinda,Not Available,Near West Side,41.88118509,-87.66752855,Entire home/apt,421,3,7,10/13/2024,0.93,1,43,7
6707,1.15232E+18,Logan Square Hotel Room 210,565344683,Flora,Not Available,Logan Square,41.91871061,-87.69773957,Private room,68,32,0,Not Available,Not Available,29,0,0
6708,1.15239E+18,2 Bedroom Medical District,434462119,GOATstays,Not Available,Near West Side,41.8698643,-87.6637602,Entire home/apt,94,2,11,12/1/2024,1.1,20,362,11
6709,1.15249E+18,NEW GEM-Luxury Condo 10 Mins to Downtown Chi,378232184,Kimberly,Not Available,West Town,41.89334748,-87.68192033,Entire home/apt,212,1,2,9/3/2024,0.2,5,24,2
6710,1.15294E+18,3 Bedroom Medical Center!,434462119,GOATstays,Not Available,Near West Side,41.8698643,-87.6637602,Entire home/apt,77,2,9,2/17/2025,1.07,20,1,9
6711,1.15298E+18,Flexhome Ukrainian Village 2BR D2,497660633,Flexhome,Not Available,West Town,41.8980514,-87.6773852,Entire home/apt,115,2,13,3/11/2025,2.05,25,43,13
6712,1.15303E+18,Executive Contemporary Duplex,446358627,Olusesan,Not Available,Oakland,41.82138604,-87.60449012,Entire home/apt,180,2,21,2/24/2025,2.43,1,1,21
6713,1.15313E+18,Designer Condo in Logan Square,10713688,Matthew,Not Available,Logan Square,41.92952883,-87.70517606,Entire home/apt,98,32,2,12/7/2024,0.31,4,142,2
6714,1.15319E+18,Logan Square Hotel Room 212,565344683,Flora,Not Available,Logan Square,41.91832905,-87.69767382,Private room,86,32,2,10/11/2024,0.22,29,168,2
6715,1.1532E+18,Logan Square Hotel Room 309,565344683,Flora,Not Available,Logan Square,41.91651,-87.69814,Private room,81,32,1,3/6/2025,1,29,175,1
6716,1.15353E+18,"Blueground | S Loop, nr CTA train, sports & parks",107434423,Blueground,Not Available,Near South Side,41.8671432,-87.6244147,Entire home/apt,197,32,0,Not Available,Not Available,597,1,0
6717,1.1536E+18,Comfy Home Away From Home,83916517,Myra,Not Available,Ashburn,41.7402,-87.70058,Entire home/apt,219,1,17,12/28/2024,2.18,1,307,17
6718,1.15362E+18,"Avondale Queen Sweet, Comfy, + Safe for Solo Women",3402207,Justine,Not Available,Avondale,41.9420071,-87.72024076,Private room,76,2,21,11/18/2024,2.14,1,174,21
6719,1.15371E+18,Prime  Location Downtown #3,3965428,Paul,Not Available,Near North Side,41.90116675,-87.63219392,Entire home/apt,92,32,1,2/28/2025,1,24,176,1
6720,1.15373E+18,Home of Grace,95738925,Angell,Not Available,Greater Grand Crossing,41.76524999,-87.63237747,Entire home/apt,0,32,0,Not Available,Not Available,1,67,0
6721,1.15388E+18,24h Self CheckIn Prime location near Downtown 9065,439038210,Daniel,Not Available,Bridgeport,41.82831,-87.64692,Private room,29,1,12,2/1/2025,1.2,4,338,12
6722,1.15462E+18,"Balcony, Gym, 1 Garage Parking, Sleeps 10!",509192250,Thoms,Not Available,Near West Side,41.8814633,-87.6590044,Entire home/apt,380,2,32,3/5/2025,3.5,19,314,32
6723,1.15466E+18,Entire Garden Unit - 1 Bed 1 Bath - 7.5 ft ceiling,60552183,Andrea,Not Available,Irving Park,41.95688,-87.71831,Entire home/apt,0,32,2,10/30/2024,0.31,2,0,2
6724,1.15499E+18,Hypebeast Experience,361968698,Amy,Not Available,West Town,41.8922324,-87.671848,Entire home/apt,123,2,23,3/9/2025,2.31,21,146,23
6725,1.15524E+18,Amazing Two-Bedroom Apartment,577213697,Timothy,Not Available,Norwood Park,41.99847,-87.80569,Entire home/apt,81,32,2,1/25/2025,0.45,1,248,2
6726,1.15538E+18,one bedroom one bathroom condo,512847752,Abel,Not Available,Douglas,41.83961,-87.62225,Entire home/apt,0,32,1,6/30/2024,0.12,1,269,1
6727,1.15572E+18,"Condo Living!
 5 mins from UChicago/Obama Center",576555715,Clara,Not Available,Woodlawn,41.78378,-87.61347,Private room,47,32,0,Not Available,Not Available,3,365,0
6728,1.15576E+18,Spacious / New - 8BD/4BTH - Sleeps 16 + Garage!,577235344,Raghuveer,Not Available,Humboldt Park,41.90760194,-87.71474897,Entire home/apt,383,1,13,1/4/2025,1.31,1,326,13
6729,1.15579E+18,Wicker Park Chicago Loft,87374897,Design And Manage,Not Available,West Town,41.90914831,-87.67062226,Entire home/apt,249,32,0,Not Available,Not Available,1,0,0
6730,1.15581E+18,Little 1B apt 13” from Wrigley,518917937,Bella,Not Available,Uptown,41.95705,-87.65171191,Entire home/apt,73,2,13,3/1/2025,1.35,28,263,13
6731,1.15604E+18,"Spacious, one-level condo adjacent to Jackson Park",495609409,Tanys,Not Available,South Shore,41.77192,-87.5861,Entire home/apt,153,2,4,2/24/2025,0.74,1,269,4
6732,1.1561E+18,"Cozy Retreat, Prime Location Near Loyola & Beach!",519330618,Yasir,Not Available,West Ridge,41.99956027,-87.68246565,Entire home/apt,142,1,30,12/28/2024,2.99,9,0,30
6733,1.15648E+18,10 Mins to Downtown Chicago Cozy Luxurious Boho,150639375,Federico,Not Available,South Lawndale,41.8504018,-87.703064,Entire home/apt,54,1,31,3/9/2025,3.91,13,272,31
6734,1.15648E+18,Modern NEW Deluxe Studio in Oak Park,170995257,Mariano,Not Available,Austin,41.90972834,-87.78990134,Entire home/apt,80,2,18,2/14/2025,1.98,1,191,18
6735,1.15651E+18,Remodeled Spacious & Cozy 3Bed/2Bath!,409108758,Matteo,Not Available,North Lawndale,41.85595,-87.70471,Entire home/apt,118,1,16,1/12/2025,1.62,4,230,16
6736,1.15654E+18,Sunny apartment in the middle of everywhere,8782066,Tera,Not Available,Logan Square,41.927227,-87.71912345,Entire home/apt,0,1,23,10/13/2024,2.59,1,0,23
6737,1.15661E+18,Skyline Gem | Heart of Chicago comfort and views,431928364,Alexander,Not Available,Near South Side,41.86714062,-87.62162861,Entire home/apt,450,32,0,Not Available,Not Available,3,0,0
6738,1.15682E+18,Logan Square Hotel Room 301,565344683,Flora,Not Available,Logan Square,41.91822614,-87.69620215,Private room,53,32,1,6/18/2024,0.11,29,70,1
6739,1.15683E+18,Logan Square Hotel Room 204,565344683,Flora,Not Available,Logan Square,41.91686167,-87.69776724,Private room,67,32,1,7/2/2024,0.12,29,0,1
6740,1.15698E+18,"Blueground | S Loop, doorman, nr aquarium & train",107434423,Blueground,Not Available,Near South Side,41.8671432,-87.6244147,Entire home/apt,172,32,0,Not Available,Not Available,597,352,0
6741,1.15719E+18,Culture & Comfort,577707738,Trever Scott,Not Available,West Town,41.89703657,-87.69619551,Entire home/apt,134,32,1,7/30/2024,0.13,1,89,1
6742,1.15728E+18,"Cozy, Clean and Spacious Apartment Sleeps 5",515447062,Derick Isaac,Not Available,Austin,41.90419,-87.76564,Entire home/apt,138,3,5,11/22/2024,0.77,1,0,5
6743,1.1573E+18,Huge 3 bedroom spacious rooms,564563818,Luka,Not Available,Norwood Park,41.97453,-87.82557,Entire home/apt,0,1,0,Not Available,Not Available,1,0,0
6744,1.15734E+18,Newly Renov Modern 2bdrm 2bath,100416839,Mia,Not Available,Woodlawn,41.77593195,-87.6033859,Entire home/apt,179,32,0,Not Available,Not Available,1,269,0
6745,1.15742E+18,Comfortable Minimalist Studio Apt,558769191,Holly,Not Available,Hyde Park,41.79879,-87.59193,Entire home/apt,80,1,15,2/27/2025,1.64,7,158,15
6746,1.15744E+18,Prime & Stylish 1BR Hideaway,558769191,Holly,Not Available,Hyde Park,41.79879,-87.59193,Entire home/apt,82,1,13,12/29/2024,1.39,7,157,13
